Symbol	id	trait	population	Chr	Start	End
FBXO5	eqtl-a-ENSG00000112029	ENSG00000112029	European	6	153291670	153304714
FBXO6	eqtl-a-ENSG00000116663	ENSG00000116663	European	1	11724257	11734411
FBXO7	eqtl-a-ENSG00000100225	ENSG00000100225	European	22	32870798	32894816
FBXO8	eqtl-a-ENSG00000164117	ENSG00000164117	European	4	175157809	175204818
FBXO9	eqtl-a-ENSG00000112146	ENSG00000112146	European	6	52929796	52965671
FBXW11	eqtl-a-ENSG00000072803	ENSG00000072803	European	5	171288553	171433642
FBXW2	eqtl-a-ENSG00000119402	ENSG00000119402	European	9	123519252	123555694
FBXW4	eqtl-a-ENSG00000107829	ENSG00000107829	European	10	103370423	103455052
FBXW4P1	eqtl-a-ENSG00000230701	ENSG00000230701	European	22	23604954	23607192
FBXW5	eqtl-a-ENSG00000159069	ENSG00000159069	European	9	139834887	139839190
FBXW7	eqtl-a-ENSG00000109670	ENSG00000109670	European	4	153241696	153457244
FBXW8	eqtl-a-ENSG00000174989	ENSG00000174989	European	12	117348755	117468953
FBXW9	eqtl-a-ENSG00000132004	ENSG00000132004	European	19	12799730	12807445
FCAR	eqtl-a-ENSG00000186431	ENSG00000186431	European	19	55385691	55402786
FCER1A	eqtl-a-ENSG00000179639	ENSG00000179639	European	1	159253365	159277992
FCER1G	eqtl-a-ENSG00000158869	ENSG00000158869	European	1	161185085	161189035
FCER2	eqtl-a-ENSG00000104921	ENSG00000104921	European	19	7753662	7767017
FCF1	eqtl-a-ENSG00000119616	ENSG00000119616	European	14	75179847	75205323
FCF1P2	eqtl-a-ENSG00000228638	ENSG00000228638	European	3	48331769	48333168
FCGR1A	eqtl-a-ENSG00000150337	ENSG00000150337	European	1	149754250	149772165
FCGR1BP	eqtl-a-ENSG00000198019	ENSG00000198019	European	1	120926128	120935944
FCGR2A	eqtl-a-ENSG00000143226	ENSG00000143226	European	1	161475247	161489619
FCGR2B	eqtl-a-ENSG00000072694	ENSG00000072694	European	1	161617033	161648444
FCGR2C	eqtl-a-ENSG00000244682	ENSG00000244682	European	1	161551129	161571010
FCGR3A	eqtl-a-ENSG00000203747	ENSG00000203747	European	1	161511549	161520527
FCGR3B	eqtl-a-ENSG00000162747	ENSG00000162747	European	1	161592986	161601753
FCGRT	eqtl-a-ENSG00000104870	ENSG00000104870	European	19	50015918	50029685
FCHO1	eqtl-a-ENSG00000130475	ENSG00000130475	European	19	17858553	17899370
FCHO2	eqtl-a-ENSG00000157107	ENSG00000157107	European	5	72251868	72386349
FCHSD1	eqtl-a-ENSG00000197948	ENSG00000197948	European	5	141018869	141030985
FCHSD2	eqtl-a-ENSG00000137478	ENSG00000137478	European	11	72547790	72853363
FCMR	eqtl-a-ENSG00000162894	ENSG00000162894	European	1	207076662	207095286
FCN1	eqtl-a-ENSG00000085265	ENSG00000085265	European	9	137795078	137809758
FCRL1	eqtl-a-ENSG00000163534	ENSG00000163534	European	1	157764193	157789910
FCRL2	eqtl-a-ENSG00000132704	ENSG00000132704	European	1	157715523	157746922
FCRL3	eqtl-a-ENSG00000160856	ENSG00000160856	European	1	157646271	157670559
FCRL5	eqtl-a-ENSG00000143297	ENSG00000143297	European	1	157483167	157522305
FCRL6	eqtl-a-ENSG00000181036	ENSG00000181036	European	1	159770302	159786047
FCRLA	eqtl-a-ENSG00000132185	ENSG00000132185	European	1	161677019	161684142
FCRLB	eqtl-a-ENSG00000162746	ENSG00000162746	European	1	161691334	161697933
FCSK	eqtl-a-ENSG00000157353	ENSG00000157353	European	16	70488498	70514177
FDFT1	eqtl-a-ENSG00000079459	ENSG00000079459	European	8	11653091	11696818
FDPS	eqtl-a-ENSG00000160752	ENSG00000160752	European	1	155278657	155290456
FDX1	eqtl-a-ENSG00000137714	ENSG00000137714	European	11	110300672	110335608
FDXACB1	eqtl-a-ENSG00000255561	ENSG00000255561	European	11	111744780	111749889
FDXR	eqtl-a-ENSG00000161513	ENSG00000161513	European	17	72858619	72869119
FECH	eqtl-a-ENSG00000066926	ENSG00000066926	European	18	55211609	55253934
FEM1B	eqtl-a-ENSG00000169018	ENSG00000169018	European	15	68570083	68588200
FEM1C	eqtl-a-ENSG00000145780	ENSG00000145780	European	5	114856605	114880472
FEN1	eqtl-a-ENSG00000168496	ENSG00000168496	European	11	61560383	61564710
FER	eqtl-a-ENSG00000151422	ENSG00000151422	European	5	108083598	108532542
FER1L4	eqtl-a-ENSG00000088340	ENSG00000088340	European	20	34146507	34195484
FERMT2	eqtl-a-ENSG00000073712	ENSG00000073712	European	14	53323991	53417768
FERMT3	eqtl-a-ENSG00000149781	ENSG00000149781	European	11	63973392	63991363
FES	eqtl-a-ENSG00000182511	ENSG00000182511	European	15	91427734	91439006
FEZ1	eqtl-a-ENSG00000149557	ENSG00000149557	European	11	125312777	125366161
FEZ2	eqtl-a-ENSG00000171055	ENSG00000171055	European	2	36779401	36825311
FFAR2	eqtl-a-ENSG00000126262	ENSG00000126262	European	19	35939159	35942669
FFAR3	eqtl-a-ENSG00000185897	ENSG00000185897	European	19	35849362	35851391
FFAR4	eqtl-a-ENSG00000186188	ENSG00000186188	European	10	95326422	95349829
FGD1	eqtl-a-ENSG00000102302	ENSG00000102302	European	X	54471887	54522667
FGD2	eqtl-a-ENSG00000146192	ENSG00000146192	European	6	36973431	36996845
FGD3	eqtl-a-ENSG00000127084	ENSG00000127084	European	9	95709805	95798515
FGD4	eqtl-a-ENSG00000139132	ENSG00000139132	European	12	32552492	32798984
FGD5	eqtl-a-ENSG00000154783	ENSG00000154783	European	3	14860469	14976078
FGD5-AS1	eqtl-a-ENSG00000225733	ENSG00000225733	European	3	14984286	14989948
FGD6	eqtl-a-ENSG00000180263	ENSG00000180263	European	12	95470525	95611243
FGF11	eqtl-a-ENSG00000161958	ENSG00000161958	European	17	7341617	7348256
FGF13	eqtl-a-ENSG00000129682	ENSG00000129682	European	X	137696888	138287185
FGF17	eqtl-a-ENSG00000158815	ENSG00000158815	European	8	21900264	21906320
FGF2	eqtl-a-ENSG00000138685	ENSG00000138685	European	4	123747837	123819391
FGF22	eqtl-a-ENSG00000070388	ENSG00000070388	European	19	639879	644373
FGF7P3	eqtl-a-ENSG00000204837	ENSG00000204837	European	9	41958802	42019584
FGF9	eqtl-a-ENSG00000102678	ENSG00000102678	European	13	22245212	22278637
FGFBP2	eqtl-a-ENSG00000137441	ENSG00000137441	European	4	15961868	15964798
FGFBP3	eqtl-a-ENSG00000174721	ENSG00000174721	European	10	93666341	93669243
FGFR1	eqtl-a-ENSG00000077782	ENSG00000077782	European	8	38268661	38326153
FGFR1OP2	eqtl-a-ENSG00000111790	ENSG00000111790	European	12	27091403	27119581
FGFR2	eqtl-a-ENSG00000066468	ENSG00000066468	European	10	123237844	123357972
FGFR4	eqtl-a-ENSG00000160867	ENSG00000160867	European	5	176513916	176525145
FGFRL1	eqtl-a-ENSG00000127418	ENSG00000127418	European	4	1005414	1020686
FGGY	eqtl-a-ENSG00000172456	ENSG00000172456	European	1	59762485	60228402
FGL2	eqtl-a-ENSG00000127951	ENSG00000127951	European	7	76822686	76829136
FGR	eqtl-a-ENSG00000000938	ENSG00000000938	European	1	27938575	27961696
FH	eqtl-a-ENSG00000091483	ENSG00000091483	European	1	241660903	241683055
FHAD1	eqtl-a-ENSG00000142621	ENSG00000142621	European	1	15573719	15724824
FHDC1	eqtl-a-ENSG00000137460	ENSG00000137460	European	4	153857475	153900823
FHIP1A	eqtl-a-ENSG00000164142	ENSG00000164142	European	4	152330328	152591655
FHIP1B	eqtl-a-ENSG00000051009	ENSG00000051009	European	11	6232575	6255866
FHIP2A	eqtl-a-ENSG00000151553	ENSG00000151553	European	10	116581539	116659591
FHIP2B	eqtl-a-ENSG00000158863	ENSG00000158863	European	8	21946661	21962422
FHIT	eqtl-a-ENSG00000189283	ENSG00000189283	European	3	59733003	61237126
FHL1	eqtl-a-ENSG00000022267	ENSG00000022267	European	X	135228861	135293518
FHL2	eqtl-a-ENSG00000115641	ENSG00000115641	European	2	105974169	106054986
FHL3	eqtl-a-ENSG00000183386	ENSG00000183386	European	1	38462442	38471186
FHOD1	eqtl-a-ENSG00000135723	ENSG00000135723	European	16	67263292	67281384
FHOD3	eqtl-a-ENSG00000134775	ENSG00000134775	European	18	33877676	34360183
FIBCD1	eqtl-a-ENSG00000130720	ENSG00000130720	European	9	133777827	133814634
FIBP	eqtl-a-ENSG00000172500	ENSG00000172500	European	11	65651211	65655942
FICD	eqtl-a-ENSG00000198855	ENSG00000198855	European	12	108909054	108914987
FIG4	eqtl-a-ENSG00000112367	ENSG00000112367	European	6	110012499	110146629
FIGNL1	eqtl-a-ENSG00000132436	ENSG00000132436	European	7	50511831	50518048
FIGNL2	eqtl-a-ENSG00000261308	ENSG00000261308	European	12	52211683	52242502
FILIP1L	eqtl-a-ENSG00000168386	ENSG00000168386	European	3	99547655	99833345
FIP1L1	eqtl-a-ENSG00000145216	ENSG00000145216	European	4	54243808	54327029
FIRRE	eqtl-a-ENSG00000213468	ENSG00000213468	European	X	130825553	130964671
FIS1	eqtl-a-ENSG00000214253	ENSG00000214253	European	7	100882753	100888362
FITM1	eqtl-a-ENSG00000139914	ENSG00000139914	European	14	24599868	24602056
FITM2	eqtl-a-ENSG00000197296	ENSG00000197296	European	20	42931480	42939842
FIZ1	eqtl-a-ENSG00000179943	ENSG00000179943	European	19	56102742	56110883
FKBP10	eqtl-a-ENSG00000141756	ENSG00000141756	European	17	39969256	39979465
FKBP11	eqtl-a-ENSG00000134285	ENSG00000134285	European	12	49315746	49319275
FKBP14	eqtl-a-ENSG00000106080	ENSG00000106080	European	7	30050203	30066318
FKBP15	eqtl-a-ENSG00000119321	ENSG00000119321	European	9	115923286	115983557
FKBP1A	eqtl-a-ENSG00000088832	ENSG00000088832	European	20	1349622	1373698
FKBP1B	eqtl-a-ENSG00000119782	ENSG00000119782	European	2	24272611	24286551
FKBP1C	eqtl-a-ENSG00000198225	ENSG00000198225	European	6	63921374	63922932
FKBP2	eqtl-a-ENSG00000173486	ENSG00000173486	European	11	64008567	64011607
FKBP3	eqtl-a-ENSG00000100442	ENSG00000100442	European	14	45584802	45603684
FKBP4	eqtl-a-ENSG00000004478	ENSG00000004478	European	12	2904136	2914589
FKBP5	eqtl-a-ENSG00000096060	ENSG00000096060	European	6	35541367	35696360
FKBP7	eqtl-a-ENSG00000079150	ENSG00000079150	European	2	179328391	179343327
FKBP8	eqtl-a-ENSG00000105701	ENSG00000105701	European	19	18642573	18654383
FKBP9	eqtl-a-ENSG00000122642	ENSG00000122642	European	7	32997052	33046540
FKBPL	eqtl-a-ENSG00000204315	ENSG00000204315	European	6	32096484	32098065
FKRP	eqtl-a-ENSG00000181027	ENSG00000181027	European	19	47249314	47261832
FKTN	eqtl-a-ENSG00000106692	ENSG00000106692	European	9	108320411	108403399
FLACC1	eqtl-a-ENSG00000155749	ENSG00000155749	European	2	202152994	202222068
FLAD1	eqtl-a-ENSG00000160688	ENSG00000160688	European	1	154955820	154965587
FLCN	eqtl-a-ENSG00000154803	ENSG00000154803	European	17	17115526	17140482
FLI1	eqtl-a-ENSG00000151702	ENSG00000151702	European	11	128556430	128683162
FLII	eqtl-a-ENSG00000177731	ENSG00000177731	European	17	18148129	18162336
FLJ12825	eqtl-a-ENSG00000248265	ENSG00000248265	European	12	54452038	54516018
FLJ20021	eqtl-a-ENSG00000254531	ENSG00000254531	European	4	102268934	102270040
FLJ40194	eqtl-a-ENSG00000177369	ENSG00000177369	European	17	47325605	47336027
FLJ46284	eqtl-a-ENSG00000248858	ENSG00000248858	European	8	93725190	93798288
FLNA	eqtl-a-ENSG00000196924	ENSG00000196924	European	X	153576899	153603002
FLNB	eqtl-a-ENSG00000136068	ENSG00000136068	European	3	57994149	58157978
FLNB-AS1	eqtl-a-ENSG00000244161	ENSG00000244161	European	3	58148274	58156362
FLOT1	eqtl-a-ENSG00000137312	ENSG00000137312	European	6	30695486	30710464
FLOT2	eqtl-a-ENSG00000132589	ENSG00000132589	European	17	27206357	27224751
FLRT1	eqtl-a-ENSG00000126500	ENSG00000126500	European	11	63803403	63886643
FLT1	eqtl-a-ENSG00000102755	ENSG00000102755	European	13	28874483	29069265
FLT1P1	eqtl-a-ENSG00000229515	ENSG00000229515	European	3	46183653	46185180
FLT3	eqtl-a-ENSG00000122025	ENSG00000122025	European	13	28577411	28674713
FLT3LG	eqtl-a-ENSG00000090554	ENSG00000090554	European	19	49977472	49989488
FLT4	eqtl-a-ENSG00000037280	ENSG00000037280	European	5	180028506	180076600
FLVCR1	eqtl-a-ENSG00000162769	ENSG00000162769	European	1	213031617	213072705
FLVCR1-DT	eqtl-a-ENSG00000198468	ENSG00000198468	European	1	213029946	213031480
FLVCR2	eqtl-a-ENSG00000119686	ENSG00000119686	European	14	76044963	76114510
FLYWCH1	eqtl-a-ENSG00000059122	ENSG00000059122	European	16	2961932	3001209
FLYWCH2	eqtl-a-ENSG00000162076	ENSG00000162076	European	16	2933196	2949383
FMC1	eqtl-a-ENSG00000164898	ENSG00000164898	European	7	139025218	139031074
FMN1	eqtl-a-ENSG00000248905	ENSG00000248905	European	15	33057745	33486915
FMNL1	eqtl-a-ENSG00000184922	ENSG00000184922	European	17	43299252	43324685
FMNL1-DT	eqtl-a-ENSG00000267121	ENSG00000267121	European	17	43268298	43299132
FMNL2	eqtl-a-ENSG00000157827	ENSG00000157827	European	2	153191688	153506340
FMNL3	eqtl-a-ENSG00000161791	ENSG00000161791	European	12	50030282	50101188
FMO4	eqtl-a-ENSG00000076258	ENSG00000076258	European	1	171283322	171311223
FMO5	eqtl-a-ENSG00000131781	ENSG00000131781	European	1	146655884	146696931
FMOD	eqtl-a-ENSG00000122176	ENSG00000122176	European	1	203309756	203320250
FMR1	eqtl-a-ENSG00000102081	ENSG00000102081	European	X	146993437	147032645
FN1	eqtl-a-ENSG00000115414	ENSG00000115414	European	2	216225588	216300791
FN3K	eqtl-a-ENSG00000167363	ENSG00000167363	European	17	80693491	80709072
FN3KRP	eqtl-a-ENSG00000141560	ENSG00000141560	European	17	80674582	80685889
FNBP1	eqtl-a-ENSG00000187239	ENSG00000187239	European	9	132649466	132805468
FNBP1L	eqtl-a-ENSG00000137942	ENSG00000137942	European	1	93913675	94020218
FNBP1P1	eqtl-a-ENSG00000257800	ENSG00000257800	European	2	74347646	74348943
FNBP4	eqtl-a-ENSG00000109920	ENSG00000109920	European	11	47738046	47788893
FNDC10	eqtl-a-ENSG00000228594	ENSG00000228594	European	1	1533392	1535515
FNDC11	eqtl-a-ENSG00000125531	ENSG00000125531	European	20	62184373	62188061
FNDC3A	eqtl-a-ENSG00000102531	ENSG00000102531	European	13	49550048	49783915
FNDC3B	eqtl-a-ENSG00000075420	ENSG00000075420	European	3	171757368	172119459
FNDC5	eqtl-a-ENSG00000160097	ENSG00000160097	European	1	33327869	33338085
FNDC8	eqtl-a-ENSG00000073598	ENSG00000073598	European	17	33448634	33457751
FNDC9	eqtl-a-ENSG00000172568	ENSG00000172568	European	5	156768606	156772685
FNIP1	eqtl-a-ENSG00000217128	ENSG00000217128	European	5	130977407	131132710
FNIP2	eqtl-a-ENSG00000052795	ENSG00000052795	European	4	159690178	159829202
FNTA	eqtl-a-ENSG00000168522	ENSG00000168522	European	8	42911466	42940928
FNTB	eqtl-a-ENSG00000257365	ENSG00000257365	European	14	65453613	65529368
FOCAD	eqtl-a-ENSG00000188352	ENSG00000188352	European	9	20658308	20995949
FOLR1P1	eqtl-a-ENSG00000256518	ENSG00000256518	European	11	71869877	71870700
FOLR2	eqtl-a-ENSG00000165457	ENSG00000165457	European	11	71927838	71932994
FOLR3	eqtl-a-ENSG00000110203	ENSG00000110203	European	11	71846771	71850936
FOS	eqtl-a-ENSG00000170345	ENSG00000170345	European	14	75745531	75748933
FOSB	eqtl-a-ENSG00000125740	ENSG00000125740	European	19	45971254	45978437
FOSL1	eqtl-a-ENSG00000175592	ENSG00000175592	European	11	65659520	65668016
FOSL2	eqtl-a-ENSG00000075426	ENSG00000075426	European	2	28615725	28640184
FOXD2	eqtl-a-ENSG00000186564	ENSG00000186564	European	1	47903716	47906363
FOXD2-AS1	eqtl-a-ENSG00000237424	ENSG00000237424	European	1	47897805	47900313
FOXI1	eqtl-a-ENSG00000168269	ENSG00000168269	European	5	169532901	169536741
FOXJ1	eqtl-a-ENSG00000129654	ENSG00000129654	European	17	74132414	74137326
FOXJ2	eqtl-a-ENSG00000065970	ENSG00000065970	European	12	8185312	8208113
FOXJ3	eqtl-a-ENSG00000198815	ENSG00000198815	European	1	42642219	42801551
FOXK1	eqtl-a-ENSG00000164916	ENSG00000164916	European	7	4721926	4811073
FOXK2	eqtl-a-ENSG00000141568	ENSG00000141568	European	17	80477608	80562478
FOXM1	eqtl-a-ENSG00000111206	ENSG00000111206	European	12	2966846	2986340
FOXN2	eqtl-a-ENSG00000170802	ENSG00000170802	European	2	48541438	48606434
FOXN3	eqtl-a-ENSG00000053254	ENSG00000053254	European	14	89622521	90085509
FOXN3-AS1	eqtl-a-ENSG00000258920	ENSG00000258920	European	14	89883698	89886137
FOXO1	eqtl-a-ENSG00000150907	ENSG00000150907	European	13	41129804	41240778
FOXO3	eqtl-a-ENSG00000118689	ENSG00000118689	European	6	108881028	109005977
FOXO3B	eqtl-a-ENSG00000240445	ENSG00000240445	European	17	18570942	18585627
FOXO4	eqtl-a-ENSG00000184481	ENSG00000184481	European	X	70315701	70323382
FOXO6	eqtl-a-ENSG00000204060	ENSG00000204060	European	1	41827106	41849262
FOXP1	eqtl-a-ENSG00000114861	ENSG00000114861	European	3	71003859	71633129
FOXP3	eqtl-a-ENSG00000049768	ENSG00000049768	European	X	49106899	49121172
FOXP4	eqtl-a-ENSG00000137166	ENSG00000137166	European	6	41514119	41570122
FOXQ1	eqtl-a-ENSG00000164379	ENSG00000164379	European	6	1312333	1314993
FOXRED1	eqtl-a-ENSG00000110074	ENSG00000110074	European	11	126139049	126148021
FOXRED2	eqtl-a-ENSG00000100350	ENSG00000100350	European	22	36883237	36903087
FPGS	eqtl-a-ENSG00000136877	ENSG00000136877	European	9	130565137	130576360
FPGT	eqtl-a-ENSG00000254685	ENSG00000254685	European	1	74663926	74674386
FPGT-TNNI3K	eqtl-a-ENSG00000259030	ENSG00000259030	European	1	74663926	75010112
FPR1	eqtl-a-ENSG00000171051	ENSG00000171051	European	19	52248425	52255131
FPR2	eqtl-a-ENSG00000171049	ENSG00000171049	European	19	52264433	52273784
FPR3	eqtl-a-ENSG00000187474	ENSG00000187474	European	19	52298410	52329443
FRA10AC1	eqtl-a-ENSG00000148690	ENSG00000148690	European	10	95427640	95462716
FRAT1	eqtl-a-ENSG00000165879	ENSG00000165879	European	10	99079028	99081672
FRAT2	eqtl-a-ENSG00000181274	ENSG00000181274	European	10	99092254	99094486
FREM1	eqtl-a-ENSG00000164946	ENSG00000164946	European	9	14737150	14910993
FRG1	eqtl-a-ENSG00000109536	ENSG00000109536	European	4	190862027	190884347
FRG1-DT	eqtl-a-ENSG00000245685	ENSG00000245685	European	4	190685545	190861888
FRG1BP	eqtl-a-ENSG00000149531	ENSG00000149531	European	20	29611840	29653908
FRG1JP	eqtl-a-ENSG00000215548	ENSG00000215548	European	9	68427784	68455368
FRMD3	eqtl-a-ENSG00000172159	ENSG00000172159	European	9	85857907	86153316
FRMD4A	eqtl-a-ENSG00000151474	ENSG00000151474	European	10	13685706	14372923
FRMD4B	eqtl-a-ENSG00000114541	ENSG00000114541	European	3	69217933	69435239
FRMD5	eqtl-a-ENSG00000171877	ENSG00000171877	European	15	44162962	44487469
FRMD6	eqtl-a-ENSG00000139926	ENSG00000139926	European	14	51955846	52197445
FRMD8	eqtl-a-ENSG00000126391	ENSG00000126391	European	11	65154108	65180996
FRMPD3	eqtl-a-ENSG00000147234	ENSG00000147234	European	X	106692882	106848481
FRRS1	eqtl-a-ENSG00000156869	ENSG00000156869	European	1	100169526	100232191
FRS2	eqtl-a-ENSG00000166225	ENSG00000166225	European	12	69864168	69973573
FRS3	eqtl-a-ENSG00000137218	ENSG00000137218	European	6	41737914	41747638
FRY	eqtl-a-ENSG00000073910	ENSG00000073910	European	13	32605911	32873262
FRY-AS1	eqtl-a-ENSG00000237637	ENSG00000237637	European	13	32598183	32605776
FRYL	eqtl-a-ENSG00000075539	ENSG00000075539	European	4	48499374	48782296
FSCN1	eqtl-a-ENSG00000075618	ENSG00000075618	European	7	5632447	5646286
FSCN2	eqtl-a-ENSG00000186765	ENSG00000186765	European	17	79495403	79504156
FSCN3	eqtl-a-ENSG00000106328	ENSG00000106328	European	7	127233790	127242198
FSD1	eqtl-a-ENSG00000105255	ENSG00000105255	European	19	4304595	4323833
FSD1L	eqtl-a-ENSG00000106701	ENSG00000106701	European	9	108210315	108314714
FSD2	eqtl-a-ENSG00000186628	ENSG00000186628	European	15	83424114	83474821
FSIP1	eqtl-a-ENSG00000150667	ENSG00000150667	European	15	39892232	40075042
FSIP2	eqtl-a-ENSG00000188738	ENSG00000188738	European	2	186603531	186698017
FST	eqtl-a-ENSG00000134363	ENSG00000134363	European	5	52776459	52782964
FSTL1	eqtl-a-ENSG00000163430	ENSG00000163430	European	3	120111140	120169839
FSTL3	eqtl-a-ENSG00000070404	ENSG00000070404	European	19	676392	683385
FSTL4	eqtl-a-ENSG00000053108	ENSG00000053108	European	5	132532147	132948232
FTCD	eqtl-a-ENSG00000160282	ENSG00000160282	European	21	47556176	47575493
FTCDNL1	eqtl-a-ENSG00000226124	ENSG00000226124	European	2	200625262	200715915
FTH1	eqtl-a-ENSG00000167996	ENSG00000167996	European	11	61731757	61735106
FTH1P11	eqtl-a-ENSG00000237264	ENSG00000237264	European	8	82433755	82434662
FTH1P12	eqtl-a-ENSG00000213362	ENSG00000213362	European	9	15526970	15527884
FTH1P16	eqtl-a-ENSG00000227376	ENSG00000227376	European	11	77445360	77446277
FTH1P2	eqtl-a-ENSG00000234975	ENSG00000234975	European	1	228823164	228823626
FTH1P20	eqtl-a-ENSG00000226564	ENSG00000226564	European	2	181737432	181738292
FTH1P22	eqtl-a-ENSG00000225079	ENSG00000225079	European	1	117317700	117318189
FTH1P23	eqtl-a-ENSG00000242960	ENSG00000242960	European	3	72977994	72978858
FTH1P3	eqtl-a-ENSG00000213453	ENSG00000213453	European	2	27615490	27616443
FTH1P4	eqtl-a-ENSG00000242992	ENSG00000242992	European	3	128483149	128484060
FTH1P5	eqtl-a-ENSG00000230204	ENSG00000230204	European	6	50880263	50881175
FTH1P7	eqtl-a-ENSG00000232187	ENSG00000232187	European	13	23270001	23270922
